Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,Open,High,Low,Close,Adj Close,Volume,Netto_Position_NonCom,Netto_Position_Com,Totall_diff,Median_Total_diff,Median_Total_diff_Change,Median_Close_Price,Median_Close_Trend,RSI,Median_RSI
EURO FX - CHICAGO MERCANTILE EXCHANGE,231003,2023-10-03,99741,CME ,0,99,702433,211783,132840,19745,388473,493225,620001,645810,82432,56623,702433,211783,132840,19745,388473,493225,620001,645810,82432,56623,0,0,0,0,0,0,0,0,0,0,3162.0,267.0,19723.0,1187.0,1443.0,-18212.0,2897.0,2698.0,265.0,464.0,100,30.1,18.9,2.8,55.3,70.2,88.3,91.9,11.7,8.1,100,30.1,18.9,2.8,55.3,70.2,88.3,91.9,11.7,8.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,85,54,39,113,85,209,167,293,85,54,39,113,85,209,167,0,0,0,0,0,0,0,0,18.9,42.7,29.6,58.8,18.1,42.7,28.2,58.7,18.9,42.7,29.6,58.8,18.1,42.7,28.2,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0480751991271973,1.049428105354309,1.0449867248535156,1.0480751991271973,1.0480751991271973,0.0,78943,-104752,25809,40547.5,-1008.0,1.0721523761749268,0,43.45804909008423,49.56352111609098
EURO FX - CHICAGO MERCANTILE EXCHANGE,231010,2023-10-10,99741,CME ,0,99,687382,207522,131990,14226,383243,481536,604991,627752,82391,59630,687382,207522,131990,14226,383243,481536,604991,627752,82391,59630,0,0,0,0,0,0,0,0,0,0,-15051.0,-4261.0,-850.0,-5519.0,-5230.0,-11689.0,-15010.0,-18058.0,-41.0,3007.0,100,30.2,19.2,2.1,55.8,70.1,88.0,91.3,12.0,8.7,100,30.2,19.2,2.1,55.8,70.1,88.0,91.3,12.0,8.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,84,47,36,113,84,208,156,285,84,47,36,113,84,208,156,0,0,0,0,0,0,0,0,19.9,43.2,30.4,58.7,19.2,43.1,29.2,58.7,19.9,43.2,30.4,58.7,19.2,43.1,29.2,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0578875541687012,1.061954379081726,1.0555983781814575,1.0578875541687012,1.0578875541687012,0.0,75532,-98293,22761,38262.0,-2285.5,1.0642160177230835,0,31.842401156005863,48.229756632489995
EURO FX - CHICAGO MERCANTILE EXCHANGE,231017,2023-10-17,99741,CME ,0,99,695676,214313,131903,11781,391704,493327,617798,637011,77878,58665,695676,214313,131903,11781,391704,493327,617798,637011,77878,58665,0,0,0,0,0,0,0,0,0,0,8294.0,6791.0,-87.0,-2445.0,8461.0,11791.0,12807.0,9259.0,-4513.0,-965.0,100,30.8,19.0,1.7,56.3,70.9,88.8,91.6,11.2,8.4,100,30.8,19.0,1.7,56.3,70.9,88.8,91.6,11.2,8.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,88,53,35,119,89,220,164,303,88,53,35,119,89,220,164,0,0,0,0,0,0,0,0,19.4,42.3,30.4,58.8,18.8,42.3,29.2,58.4,19.4,42.3,30.4,58.8,18.8,42.3,29.2,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.055431246757507,1.0595004558563232,1.0533411502838137,1.055431246757507,1.055431246757507,0.0,82410,-101623,19213,31831.0,-6431.0,1.0585262179374695,0,18.56059071212161,45.91772399865197
EURO FX - CHICAGO MERCANTILE EXCHANGE,231024,2023-10-24,99741,CME ,0,99,702668,215569,130316,10431,396435,504431,622435,645178,80233,57490,702668,215569,130316,10431,396435,504431,622435,645178,80233,57490,0,0,0,0,0,0,0,0,0,0,6992.0,1256.0,-1587.0,-1350.0,4731.0,11104.0,4637.0,8167.0,2355.0,-1175.0,100,30.7,18.5,1.5,56.4,71.8,88.6,91.8,11.4,8.2,100,30.7,18.5,1.5,56.4,71.8,88.6,91.8,11.4,8.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,83,55,33,121,85,215,162,298,83,55,33,121,85,215,162,0,0,0,0,0,0,0,0,19.3,42.7,30.8,60.1,18.6,42.7,29.4,59.7,19.3,42.7,30.8,60.1,18.6,42.7,29.4,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0669853687286377,1.0690499544143677,1.0584250688552856,1.0669853687286377,1.0669853687286377,0.0,85253,-107996,22743,26384.5,-5446.5,1.0585262179374695,0,17.20981359997552,37.65022512304505
EURO FX - CHICAGO MERCANTILE EXCHANGE,231031,2023-10-31,99741,CME ,0,99,694962,210834,125445,11447,393348,502379,615629,639271,79333,55691,694962,210834,125445,11447,393348,502379,615629,639271,79333,55691,0,0,0,0,0,0,0,0,0,0,-7706.0,-4735.0,-4871.0,1016.0,-3087.0,-2052.0,-6806.0,-5907.0,-900.0,-1799.0,100,30.3,18.1,1.6,56.6,72.3,88.6,92.0,11.4,8.0,100,30.3,18.1,1.6,56.6,72.3,88.6,92.0,11.4,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,83,53,38,122,85,220,161,295,83,53,38,122,85,220,161,0,0,0,0,0,0,0,0,19.6,43.4,31.1,60.3,19.0,43.4,29.8,59.9,19.6,43.4,31.1,60.3,19.0,43.4,29.8,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.061503529548645,1.0669056177139282,1.0567585229873655,1.061503529548645,1.061503529548645,0.0,85389,-109031,23642,25908.5,-476.0,1.0585262179374695,0,8.595017911972121,25.201495934063736
EURO FX - CHICAGO MERCANTILE EXCHANGE,231107,2023-11-07,99741,CME ,0,99,697624,212483,123427,12511,390336,507851,615330,643789,82294,53835,697624,212483,123427,12511,390336,507851,615330,643789,82294,53835,0,0,0,0,0,0,0,0,0,0,2662.0,1649.0,-2018.0,1064.0,-3012.0,5472.0,-299.0,4518.0,2961.0,-1856.0,100,30.5,17.7,1.8,56.0,72.8,88.2,92.3,11.8,7.7,100,30.5,17.7,1.8,56.0,72.8,88.2,92.3,11.8,7.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296,82,56,36,120,85,214,165,296,82,56,36,120,85,214,165,0,0,0,0,0,0,0,0,19.1,44.3,30.5,61.5,18.5,44.0,29.2,60.9,19.1,44.3,30.5,61.5,18.5,44.0,29.2,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0721560716629028,1.0721560716629028,1.0664732456207275,1.0721560716629028,1.0721560716629028,0.0,89056,-117515,28459,25908.5,0.0,1.059695541858673,1,3.337464856857835,17.885202156048564
EURO FX - CHICAGO MERCANTILE EXCHANGE,231114,2023-11-14,99741,CME ,0,99,702463,221190,112283,15794,381765,522752,618749,650829,83714,51634,702463,221190,112283,15794,381765,522752,618749,650829,83714,51634,0,0,0,0,0,0,0,0,0,0,4839.0,8707.0,-11144.0,3283.0,-8571.0,14901.0,3419.0,7040.0,1420.0,-2201.0,100,31.5,16.0,2.2,54.3,74.4,88.1,92.6,11.9,7.4,100,31.5,16.0,2.2,54.3,74.4,88.1,92.6,11.9,7.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,85,51,36,121,84,218,159,295,85,51,36,121,84,218,159,0,0,0,0,0,0,0,0,18.9,45.2,29.5,62.2,18.2,44.9,28.2,61.6,18.9,45.2,29.5,62.2,18.2,44.9,28.2,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0701825618743896,1.08672034740448,1.0693585872650146,1.0701825618743896,1.0701825618743896,0.0,108907,-140987,32080,25908.5,0.0,1.0642444491386414,1,12.001210929388307,14.605512264681913
EURO FX - CHICAGO MERCANTILE EXCHANGE,231121,2023-11-21,99741,CME ,0,99,712364,231095,101441,16964,380815,546633,628874,665038,83490,47326,712364,231095,101441,16964,380815,546633,628874,665038,83490,47326,0,0,0,0,0,0,0,0,0,0,9901.0,9905.0,-10842.0,1170.0,-950.0,23881.0,10125.0,14209.0,-224.0,-4308.0,100,32.4,14.2,2.4,53.5,76.7,88.3,93.4,11.7,6.6,100,32.4,14.2,2.4,53.5,76.7,88.3,93.4,11.7,6.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,92,46,39,125,86,232,156,302,92,46,39,125,86,232,156,0,0,0,0,0,0,0,0,18.4,47.7,28.6,65.3,17.8,47.4,27.3,64.7,18.4,47.7,28.6,65.3,17.8,47.4,27.3,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0945948362350464,1.096731662750244,1.0922993421554563,1.0945948362350464,1.0945948362350464,0.0,129654,-165818,36164,25908.5,0.0,1.0685839653015137,1,19.346794452132613,14.605512264681913
EURO FX - CHICAGO MERCANTILE EXCHANGE,231128,2023-11-28,99741,CME ,0,99,727138,233454,90289,22287,388784,565099,644525,677675,82613,49463,727138,233454,90289,22287,388784,565099,644525,677675,82613,49463,0,0,0,0,0,0,0,0,0,0,14774.0,2359.0,-11152.0,5323.0,7969.0,18466.0,15651.0,12637.0,-877.0,2137.0,100,32.1,12.4,3.1,53.5,77.7,88.6,93.2,11.4,6.8,100,32.1,12.4,3.1,53.5,77.7,88.6,93.2,11.4,6.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,88,48,37,124,89,226,160,301,88,48,37,124,89,226,160,0,0,0,0,0,0,0,0,18.8,48.6,28.8,66.2,18.2,48.3,27.6,65.6,18.8,48.6,28.8,66.2,18.2,48.3,27.6,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.095842361450195,1.100715398788452,1.0935057401657104,1.095842361450195,1.095842361450195,0.0,143165,-176315,33150,25908.5,0.0,1.0711693167686462,1,23.346419990336344,14.605512264681913
EURO FX - CHICAGO MERCANTILE EXCHANGE,231205,2023-12-05,99741,CME ,0,99,756615,235684,83324,30452,404550,593479,670686,707255,85929,49360,756615,235684,83324,30452,404550,593479,670686,707255,85929,49360,0,0,0,0,0,0,0,0,0,0,29477.0,2230.0,-6965.0,8165.0,15766.0,28380.0,26161.0,29580.0,3316.0,-103.0,100,31.1,11.0,4.0,53.5,78.4,88.6,93.5,11.4,6.5,100,31.1,11.0,4.0,53.5,78.4,88.6,93.5,11.4,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,92,47,40,119,91,227,163,302,92,47,40,119,91,227,163,0,0,0,0,0,0,0,0,18.2,48.1,29.2,65.7,17.5,48.1,28.0,65.4,18.2,48.1,29.2,65.7,17.5,48.1,28.0,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0837758779525757,1.0848339796066284,1.078260064125061,1.0837758779525757,1.0837758779525757,0.0,152360,-188929,36569,27134.0,1225.5,1.0779659748077393,1,34.53667307676017,15.67400269076046
EURO FX - CHICAGO MERCANTILE EXCHANGE,231212,2023-12-12,99741,CME ,0,99,792149,231837,84510,26853,433209,615566,691899,726929,100250,65220,792149,231837,84510,26853,433209,615566,691899,726929,100250,65220,0,0,0,0,0,0,0,0,0,0,35534.0,-3847.0,1186.0,-3599.0,28659.0,22087.0,21213.0,19674.0,14321.0,15860.0,100,29.3,10.7,3.4,54.7,77.7,87.3,91.8,12.7,8.2,100,29.3,10.7,3.4,54.7,77.7,87.3,91.8,12.7,8.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,87,43,39,118,94,218,164,294,87,43,39,118,94,218,164,0,0,0,0,0,0,0,0,17.3,43.6,28.3,62.4,16.3,43.6,25.6,59.8,17.3,43.6,28.3,62.4,16.3,43.6,25.6,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.076658010482788,1.0822042226791382,1.0761829614639282,1.076658010482788,1.076658010482788,0.0,147327,-182357,35030,30269.5,3135.5,1.0802169442176819,1,40.48568132336368,21.34660722123448
EURO FX - CHICAGO MERCANTILE EXCHANGE,231219,2023-12-19,99741,CME ,0,99,700244,208078,93486,11082,399732,545354,618892,649922,81352,50322,700244,208078,93486,11082,399732,545354,618892,649922,81352,50322,0,0,0,0,0,0,0,0,0,0,-91905.0,-23759.0,8976.0,-15771.0,-33477.0,-70212.0,-73007.0,-77007.0,-18898.0,-14898.0,100,29.7,13.4,1.6,57.1,77.9,88.4,92.8,11.6,7.2,100,29.7,13.4,1.6,57.1,77.9,88.4,92.8,11.6,7.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,85,42,32,119,87,213,152,285,85,42,32,119,87,213,152,0,0,0,0,0,0,0,0,19.6,41.8,30.4,64.6,18.7,41.8,29.0,64.4,19.6,41.8,30.4,64.6,18.7,41.8,29.0,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.092382788658142,1.098799705505371,1.091607689857483,1.092382788658142,1.092382788658142,0.0,114592,-145622,31030,31555.0,1285.5,1.0880793333053589,1,51.64614475990879,28.941546533548255
EURO FX - CHICAGO MERCANTILE EXCHANGE,231226,2023-12-26,99741,CME ,0,99,705627,211195,93804,11264,400897,552083,623356,657151,82271,48476,705627,211195,93804,11264,400897,552083,623356,657151,82271,48476,0,0,0,0,0,0,0,0,0,0,5383.0,3117.0,318.0,182.0,1165.0,6729.0,4464.0,7229.0,919.0,-1846.0,100,29.9,13.3,1.6,56.8,78.2,88.3,93.1,11.7,6.9,100,29.9,13.3,1.6,56.8,78.2,88.3,93.1,11.7,6.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,88,42,33,121,89,221,152,291,88,42,33,121,89,221,152,0,0,0,0,0,0,0,0,19.1,42.0,29.9,64.6,18.2,42.0,28.4,64.4,19.1,42.0,29.9,64.6,18.2,42.0,28.4,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1020255088806152,1.103996515274048,1.1009578704833984,1.1020255088806152,1.1020255088806152,0.0,117391,-151186,33795,32615.0,1060.0,1.0934888124465942,1,60.87031869553893,37.51117720006192
EURO FX - CHICAGO MERCANTILE EXCHANGE,240102,2024-01-02,99741,CME ,0,99,718885,211912,92436,11611,411907,569293,635430,673340,83455,45545,718885,211912,92436,11611,411907,569293,635430,673340,83455,45545,0,0,0,0,0,0,0,0,0,0,13258.0,717.0,-1368.0,347.0,11010.0,17210.0,12074.0,16189.0,1184.0,-2931.0,100,29.5,12.9,1.6,57.3,79.2,88.4,93.7,11.6,6.3,100,29.5,12.9,1.6,57.3,79.2,88.4,93.7,11.6,6.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,91,36,33,121,85,221,145,290,91,36,33,121,85,221,145,0,0,0,0,0,0,0,0,18.6,43.4,29.2,65.2,17.8,43.4,27.8,65.0,18.6,43.4,29.2,65.2,17.8,43.4,27.8,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1038745641708374,1.1046061515808103,1.0941996574401855,1.1038745641708374,1.1038745641708374,0.0,119476,-157386,37910,33472.5,857.5,1.0941125750541687,1,65.53346373289602,46.065913041636236
EURO FX - CHICAGO MERCANTILE EXCHANGE,240109,2024-01-09,99741,CME ,0,99,714079,208473,89596,13439,409738,566625,631650,669660,82429,44419,714079,208473,89596,13439,409738,566625,631650,669660,82429,44419,0,0,0,0,0,0,0,0,0,0,-4806.0,-3439.0,-2840.0,1828.0,-2169.0,-2668.0,-3780.0,-3680.0,-1026.0,-1126.0,100,29.2,12.5,1.9,57.4,79.4,88.5,93.8,11.5,6.2,100,29.2,12.5,1.9,57.4,79.4,88.5,93.8,11.5,6.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,85,39,33,118,88,216,147,288,85,39,33,118,88,216,147,0,0,0,0,0,0,0,0,18.8,44.5,29.9,66.0,18.0,44.5,28.5,65.8,18.8,44.5,29.9,66.0,18.0,44.5,28.5,65.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.095170259475708,1.096731662750244,1.0912623405456543,1.095170259475708,1.095170259475708,0.0,118877,-156887,38010,34412.5,940.0,1.093776524066925,0,71.82116405044226,56.25823172772386
EURO FX - CHICAGO MERCANTILE EXCHANGE,240116,2024-01-16,99741,CME ,0,99,733091,204294,100202,14105,433577,570090,651976,684397,81115,48694,733091,204294,100202,14105,433577,570090,651976,684397,81115,48694,0,0,0,0,0,0,0,0,0,0,19012.0,-4179.0,10606.0,666.0,23839.0,3465.0,20326.0,14737.0,-1314.0,4275.0,100,27.9,13.7,1.9,59.1,77.8,88.9,93.4,11.1,6.6,100,27.9,13.7,1.9,59.1,77.8,88.9,93.4,11.1,6.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,82,46,31,119,90,212,156,293,82,46,31,119,90,212,156,0,0,0,0,0,0,0,0,19.5,43.7,31.6,65.4,18.9,43.7,30.1,65.2,19.5,43.7,31.6,65.4,18.9,43.7,30.1,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.094570875167847,1.094666838645935,1.086708426475525,1.094570875167847,1.094570875167847,0.0,104092,-136513,32421,34412.5,0.0,1.0948705673217773,1,85.89000295886068,63.201891214217476
EURO FX - CHICAGO MERCANTILE EXCHANGE,240123,2024-01-23,99741,CME ,0,99,725423,195190,106866,15284,434578,551975,645052,674125,80371,51298,725423,195190,106866,15284,434578,551975,645052,674125,80371,51298,0,0,0,0,0,0,0,0,0,0,-7668.0,-9104.0,6664.0,1179.0,1001.0,-18115.0,-6924.0,-10272.0,-744.0,2604.0,100,26.9,14.7,2.1,59.9,76.1,88.9,92.9,11.1,7.1,100,26.9,14.7,2.1,59.9,76.1,88.9,92.9,11.1,7.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,80,45,32,118,91,209,157,290,80,45,32,118,91,209,157,0,0,0,0,0,0,0,0,20.2,43.3,32.4,64.2,19.6,43.3,30.9,64.1,20.2,43.3,32.4,64.2,19.6,43.3,30.9,64.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.088020920753479,1.0918222665786743,1.0824267864227295,1.088020920753479,1.088020920753479,0.0,88324,-117397,29073,34412.5,0.0,1.0948705673217773,0,99.09215774363037,68.67731389166914
EURO FX - CHICAGO MERCANTILE EXCHANGE,240130,2024-01-30,99741,CME ,0,99,727210,200360,111589,15950,432311,548317,648621,675856,78589,51354,727210,200360,111589,15950,432311,548317,648621,675856,78589,51354,0,0,0,0,0,0,0,0,0,0,1787.0,5170.0,4723.0,666.0,-2267.0,-3658.0,3569.0,1731.0,-1782.0,56.0,100,27.6,15.3,2.2,59.4,75.4,89.2,92.9,10.8,7.1,100,27.6,15.3,2.2,59.4,75.4,89.2,92.9,10.8,7.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,80,51,31,116,89,208,159,292,80,51,31,116,89,208,159,0,0,0,0,0,0,0,0,19.8,43.8,32.1,63.1,19.2,43.8,30.6,63.0,19.8,43.8,32.1,63.1,19.2,43.8,30.6,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0834470987319946,1.085564136505127,1.0812681913375854,1.0834470987319946,1.0834470987319946,0.0,88771,-116006,27235,33472.5,-940.0,1.0948705673217773,0,99.09215774363037,78.85558350465146
EURO FX - CHICAGO MERCANTILE EXCHANGE,240206,2024-02-06,99741,CME ,0,99,731991,202450,140297,16897,434993,521879,654340,679073,77651,52918,731991,202450,140297,16897,434993,521879,654340,679073,77651,52918,0,0,0,0,0,0,0,0,0,0,4781.0,2090.0,28708.0,947.0,2682.0,-26438.0,5719.0,3217.0,-938.0,1564.0,100,27.7,19.2,2.3,59.4,71.3,89.4,92.8,10.6,7.2,100,27.7,19.2,2.3,59.4,71.3,89.4,92.8,10.6,7.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,81,62,37,119,93,216,176,309,81,62,37,119,93,216,176,0,0,0,0,0,0,0,0,19.6,42.9,31.7,60.5,19.0,42.8,30.2,60.4,19.6,42.9,31.7,60.5,19.0,42.8,30.2,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0741831064224243,1.076310396194458,1.0724550485610962,1.0741831064224243,1.0741831064224243,0.0,62153,-86886,24733,33108.0,-364.5,1.0912958979606628,0,90.36557680842753,88.12778988364411
EURO FX - CHICAGO MERCANTILE EXCHANGE,240213,2024-02-13,99741,CME ,0,99,740105,210848,158010,14994,437266,509530,663108,682534,76997,57571,740105,210848,158010,14994,437266,509530,663108,682534,76997,57571,0,0,0,0,0,0,0,0,0,0,8114.0,8398.0,17713.0,-1903.0,2273.0,-12349.0,8768.0,3461.0,-654.0,4653.0,100,28.5,21.3,2.0,59.1,68.8,89.6,92.2,10.4,7.8,100,28.5,21.3,2.0,59.1,68.8,89.6,92.2,10.4,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,82,62,36,116,92,213,175,306,82,62,36,116,92,213,175,0,0,0,0,0,0,0,0,19.5,41.4,31.6,58.5,19.0,41.4,30.0,58.4,19.5,41.4,31.6,58.5,19.0,41.4,30.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0772264003753662,1.079563856124878,1.0702054500579834,1.0772264003753662,1.0772264003753662,0.0,52838,-72264,19426,31725.5,-1382.5,1.0857340097427368,0,78.94212409947781,88.12778988364411
EURO FX - CHICAGO MERCANTILE EXCHANGE,240220,2024-02-20,99741,CME ,0,99,722299,213194,145178,14965,416183,505634,644342,665777,77957,56522,722299,213194,145178,14965,416183,505634,644342,665777,77957,56522,0,0,0,0,0,0,0,0,0,0,-17806.0,2346.0,-12832.0,-29.0,-21083.0,-3896.0,-18766.0,-16757.0,960.0,-1049.0,100,29.5,20.1,2.1,57.6,70.0,89.2,92.2,10.8,7.8,100,29.5,20.1,2.1,57.6,70.0,89.2,92.2,10.8,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,91,53,36,113,89,220,162,302,91,53,36,113,89,220,162,0,0,0,0,0,0,0,0,18.4,41.7,29.5,58.7,17.5,41.7,27.8,58.6,18.4,41.7,29.5,58.7,17.5,41.7,27.8,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.0775396823883057,1.0838581323623655,1.0762524604797363,1.0775396823883057,1.0775396823883057,0.0,68016,-89451,21435,30051.5,-1674.0,1.0804933905601501,0,67.7874112952267,88.12778988364411
